Cliente;Gerencia_F;subcanal_
cte6942;gerencia 5;tiendita
cte1;gerencia 1;tiendita
cte2940;gerencia 1;tiendita
cte6943;gerencia 5;tiendita
cte6944;gerencia 2 ;tiendita
cte6945;gerencia 1;tiendita
cte358;gerencia 6;tiendita
cte907;gerencia 2 ;tiendita
cte6186;gerencia 7;tiendita
cte6946;gerencia 1;tiendita
cte6947;gerencia 2 ;tiendita
cte6948;gerencia 5;tiendita
cte3338;gerencia 2 ;tiendita
cte6949;gerencia 4;tiendita
cte6950;gerencia 4;tiendita
cte6951;gerencia 1;tiendita
cte3029;gerencia 5;tiendita
cte91;gerencia 1;tiendita
cte6952;gerencia 6;tiendita
cte6953;gerencia 6;tiendita
cte6954;gerencia 5;tiendita
cte6955;gerencia 2 ;tiendita
cte6956;gerencia 4;tiendita
cte6172;gerencia 1;tiendita
cte6957;gerencia 3;tiendita
cte4664;gerencia 1;tiendita
cte6958;gerencia 2 ;tiendita
cte6959;gerencia 7;tiendita
cte6960;gerencia 7;tiendita
cte6961;gerencia 2 ;tiendita
cte6962;gerencia 6;tiendita
cte6963;gerencia 5;tiendita
cte6964;gerencia 4;tiendita
cte6965;gerencia 2 ;tiendita
cte6966;gerencia 6;tiendita
cte1467;gerencia 6;tiendita
cte6967;gerencia 3;tiendita
cte6968;gerencia 6;tiendita
cte6969;gerencia 6;tiendita
cte6970;gerencia 6;tiendita
cte6971;gerencia 3;tiendita
cte6972;gerencia 6;tiendita
cte4970;gerencia 5;tiendita
cte6973;gerencia 2 ;tiendita
cte2742;gerencia 7;tiendita
cte6974;gerencia 3;tiendita
cte6975;gerencia 2 ;tiendita
cte6976;gerencia 2 ;tiendita
cte1676;gerencia 4;tiendita
cte2167;gerencia 1;tiendita
cte2861;gerencia 5;tiendita
cte6977;gerencia 4;tiendita
cte6978;gerencia 4;tiendita
cte6979;gerencia 6;tiendita
cte6980;gerencia 2 ;tiendita
cte2769;gerencia 7;tiendita
cte6981;gerencia 2 ;tiendita
cte6982;gerencia 4;tiendita
cte6983;gerencia 6;tiendita
cte6984;gerencia 2 ;tiendita
cte927;gerencia 7;tiendita
cte6985;gerencia 4;tiendita
cte6986;gerencia 1;tiendita
cte6185;gerencia 6;tiendita
cte6987;gerencia 2 ;tiendita
cte6988;gerencia 2 ;tiendita
cte6989;gerencia 1;tiendita
cte6990;gerencia 6;tiendita
cte6991;gerencia 4;tiendita
cte6992;gerencia 7;tiendita
cte1402;gerencia 4;tiendita
cte6993;gerencia 1;tiendita
cte6994;gerencia 5;tiendita
cte6995;gerencia 2 ;tiendita
cte6996;gerencia 6;tiendita
cte6997;gerencia 2 ;tiendita
cte6998;gerencia 7;tiendita
cte6999;gerencia 2 ;tiendita
cte1828;gerencia 2 ;tiendita
cte7000;gerencia 4;tiendita
cte7001;gerencia 7;tiendita
cte7002;gerencia 3;tiendita
cte7003;gerencia 5;tiendita
cte3543;gerencia 2 ;tiendita
cte7004;gerencia 1;tiendita
cte2888;gerencia 6;tiendita
cte7005;gerencia 7;tiendita
cte7006;gerencia 7;tiendita
cte7007;gerencia 3;tiendita
cte7008;gerencia 7;tiendita
cte7009;gerencia 2 ;tiendita
cte6739;gerencia 1;tiendita
cte7010;gerencia 6;tiendita
cte7011;gerencia 6;tiendita
cte7012;gerencia 4;tiendita
cte7013;gerencia 6;tiendita
cte7014;gerencia 2 ;tiendita
cte7015;gerencia 3;tiendita
cte7016;gerencia 1;tiendita
cte7017;gerencia 2 ;tiendita
cte7018;gerencia 2 ;tiendita
cte7019;gerencia 2 ;tiendita
cte877;gerencia 2 ;tiendita
cte7020;gerencia 6;tiendita
cte7021;gerencia 1;tiendita
cte7022;gerencia 1;tiendita
cte7023;gerencia 3;tiendita
cte7024;gerencia 1;tiendita
cte7025;gerencia 5;tiendita
cte7026;gerencia 1;tiendita
cte3857;gerencia 4;tiendita
cte7027;gerencia 6;tiendita
cte7028;gerencia 6;tiendita
cte4835;gerencia 7;tiendita
cte7029;gerencia 6;tiendita
cte7030;gerencia 7;tiendita
cte7031;gerencia 2 ;tiendita
cte1006;gerencia 2 ;tiendita
cte7032;gerencia 6;tiendita
cte7033;gerencia 1;tiendita
cte7034;gerencia 2 ;tiendita
cte7035;gerencia 2 ;tiendita
cte7036;gerencia 3;tiendita
cte7037;gerencia 6;tiendita
cte377;gerencia 5;tiendita
cte7038;gerencia 1;tiendita
cte7039;gerencia 1;tiendita
cte7040;gerencia 5;tiendita
cte7041;gerencia 2 ;tiendita
cte7042;gerencia 4;tiendita
cte7043;gerencia 2 ;tiendita
cte7044;gerencia 5;tiendita
cte1863;gerencia 4;tiendita
cte7045;gerencia 2 ;tiendita
cte7046;gerencia 2 ;tiendita
cte5413;gerencia 6;tiendita
cte7047;gerencia 6;tiendita
cte7048;gerencia 3;tiendita
cte7049;gerencia 5;tiendita
cte7050;gerencia 2 ;tiendita
cte7051;gerencia 7;tiendita
cte7052;gerencia 5;tiendita
cte7053;gerencia 5;tiendita
cte7054;gerencia 2 ;tiendita
cte7055;gerencia 5;tiendita
cte7056;gerencia 2 ;tiendita
cte7057;gerencia 6;tiendita
cte2949;gerencia 7;tiendita
cte7058;gerencia 6;tiendita
cte7059;gerencia 7;tiendita
cte3105;gerencia 7;tiendita
cte7060;gerencia 2 ;tiendita
cte7061;gerencia 3;tiendita
cte7062;gerencia 5;tiendita
cte7063;gerencia 1;tiendita
cte7064;gerencia 7;tiendita
cte7065;gerencia 7;tiendita
cte7066;gerencia 7;tiendita
cte7067;gerencia 3;tiendita
cte7068;gerencia 5;tiendita
cte7069;gerencia 2 ;tiendita
cte7070;gerencia 2 ;tiendita
cte7071;gerencia 2 ;tiendita
cte6332;gerencia 3;tiendita
cte1892;gerencia 1;tiendita
cte7072;gerencia 3;tiendita
cte7073;gerencia 2 ;tiendita
cte6948;gerencia 5;tiendita
cte7074;gerencia 2 ;tiendita
cte7075;gerencia 1;tiendita
cte7076;gerencia 6;tiendita
cte7077;gerencia 2 ;tiendita
cte1912;gerencia 3;tiendita
cte7078;gerencia 6;tiendita
cte7079;gerencia 6;tiendita
cte7080;gerencia 7;tiendita
cte967;gerencia 1;tiendita
cte7081;gerencia 7;tiendita
cte7072;gerencia 3;tiendita
cte550;gerencia 6;tiendita
cte1154;gerencia 2 ;tiendita
cte7082;gerencia 2 ;tiendita
cte7083;gerencia 7;tiendita
cte7084;gerencia 5;tiendita
cte7085;gerencia 6;tiendita
cte4031;gerencia 2 ;tiendita
cte7086;gerencia 2 ;tiendita
cte7087;gerencia 1;tiendita
cte7088;gerencia 1;tiendita
cte7089;gerencia 5;tiendita
cte7090;gerencia 4;tiendita
cte7091;gerencia 6;tiendita
cte7092;gerencia 2 ;tiendita
cte7093;gerencia 6;tiendita
cte7094;gerencia 7;tiendita
cte7095;gerencia 7;tiendita
cte6337;gerencia 7;tiendita
cte7096;gerencia 7;tiendita
cte7097;gerencia 4;tiendita
cte7098;gerencia 7;tiendita
cte7099;gerencia 4;tiendita
cte7100;gerencia 3;tiendita
cte7101;gerencia 7;tiendita
cte2973;gerencia 2 ;tiendita
cte7102;gerencia 7;tiendita
cte7103;gerencia 7;tiendita
cte7104;gerencia 7;tiendita
cte7105;gerencia 1;tiendita
cte7106;gerencia 2 ;tiendita
cte7107;gerencia 2 ;tiendita
cte7108;gerencia 1;tiendita
cte7109;gerencia 3;tiendita
cte7110;gerencia 7;tiendita
cte7111;gerencia 2 ;tiendita
cte7112;gerencia 2 ;tiendita
cte7113;gerencia 5;tiendita
cte7114;gerencia 5;tiendita
cte7115;gerencia 1;tiendita
cte7116;gerencia 7;tiendita
cte7117;gerencia 4;tiendita
cte7118;gerencia 2 ;tiendita
cte5018;gerencia 7;tiendita
cte7119;gerencia 7;tiendita
cte577;gerencia 7;tiendita
cte7120;gerencia 6;tiendita
cte4149;gerencia 3;tiendita
cte7121;gerencia 6;tiendita
cte5096;gerencia 1;tiendita
cte7122;gerencia 7;tiendita
cte7123;gerencia 2 ;tiendita
cte7124;gerencia 7;tiendita
cte7125;gerencia 6;tiendita
cte7126;gerencia 2 ;tiendita
cte7127;gerencia 4;tiendita
cte7128;gerencia 1;tiendita
cte7129;gerencia 1;tiendita
cte7130;gerencia 4;tiendita
cte7131;gerencia 2 ;tiendita
cte7132;gerencia 7;tiendita
cte7133;gerencia 7;tiendita
cte7134;gerencia 5;tiendita
cte7135;gerencia 3;tiendita
cte7136;gerencia 7;tiendita
cte7137;gerencia 6;tiendita
cte7138;gerencia 4;tiendita
cte7139;gerencia 5;tiendita
cte7140;gerencia 2 ;tiendita
cte7141;gerencia 1;tiendita
cte6075;gerencia 1;tiendita
cte7142;gerencia 6;tiendita
cte7143;gerencia 2 ;tiendita
cte7144;gerencia 1;tiendita
cte7145;gerencia 2 ;tiendita
cte7146;gerencia 6;tiendita
cte7147;gerencia 5;tiendita
cte7148;gerencia 5;tiendita
cte7149;gerencia 2 ;tiendita
cte7150;gerencia 4;tiendita
cte7151;gerencia 2 ;tiendita
cte7152;gerencia 2 ;tiendita
cte7153;gerencia 6;tiendita
cte7154;gerencia 3;tiendita
cte7155;gerencia 2 ;tiendita
cte7156;gerencia 2 ;tiendita
cte7157;gerencia 4;tiendita
cte7158;gerencia 6;tiendita
cte7159;gerencia 1;tiendita
cte5039;gerencia 2 ;tiendita
cte2292;gerencia 6;tiendita
cte7160;gerencia 2 ;tiendita
cte7161;gerencia 5;tiendita
cte4377;gerencia 2 ;tiendita
cte7162;gerencia 3;tiendita
cte7163;gerencia 3;tiendita
cte7164;gerencia 3;tiendita
cte7165;gerencia 3;tiendita
cte7166;gerencia 7;tiendita
cte6662;gerencia 2 ;tiendita
cte7167;gerencia 3;tiendita
cte333;gerencia 2 ;tiendita
cte7168;gerencia 2 ;tiendita
cte305;gerencia 2 ;tiendita
cte7169;gerencia 1;tiendita
cte7170;gerencia 5;tiendita
cte6028;gerencia 1;tiendita
cte5403;gerencia 6;tiendita
cte7171;gerencia 5;tiendita
cte4036;gerencia 2 ;tiendita
cte7172;gerencia 7;tiendita
cte7173;gerencia 7;tiendita
cte7174;gerencia 2 ;tiendita
cte7175;gerencia 3;tiendita
cte7176;gerencia 5;tiendita
cte7177;gerencia 7;tiendita
cte7178;gerencia 5;tiendita
cte7179;gerencia 6;tiendita
cte7180;gerencia 7;tiendita
cte7181;gerencia 5;tiendita
cte7182;gerencia 4;tiendita
cte7183;gerencia 4;tiendita
cte7184;gerencia 2 ;tiendita
cte7185;gerencia 7;tiendita
cte2990;gerencia 2 ;tiendita
cte7186;gerencia 3;tiendita
cte7187;gerencia 6;tiendita
cte7188;gerencia 3;tiendita
cte671;gerencia 7;tiendita
cte2748;gerencia 2 ;tiendita
cte7189;gerencia 2 ;tiendita
cte7190;gerencia 2 ;tiendita
cte7191;gerencia 3;tiendita
cte7192;gerencia 4;tiendita
cte7193;gerencia 6;tiendita
cte7194;gerencia 5;tiendita
cte7195;gerencia 7;tiendita
cte4928;gerencia 6;tiendita
cte3245;gerencia 4;tiendita
cte7196;gerencia 4;tiendita
cte7197;gerencia 4;tiendita
cte7198;gerencia 6;tiendita
cte7199;gerencia 7;tiendita
cte7200;gerencia 3;tiendita
cte7201;gerencia 7;tiendita
cte2369;gerencia 6;tiendita
cte7202;gerencia 7;tiendita
cte7203;gerencia 3;tiendita
cte7204;gerencia 6;tiendita
cte7205;gerencia 5;tiendita
cte5208;gerencia 6;tiendita
cte7206;gerencia 2 ;tiendita
cte7207;gerencia 2 ;tiendita
cte7208;gerencia 1;tiendita
cte7209;gerencia 7;tiendita
cte7210;gerencia 4;tiendita
cte7211;gerencia 7;tiendita
cte7212;gerencia 5;tiendita
cte7213;gerencia 6;tiendita
cte5062;gerencia 6;tiendita
cte7214;gerencia 4;tiendita
cte7215;gerencia 7;tiendita
cte7216;gerencia 2 ;tiendita
cte7217;gerencia 4;tiendita
cte7218;gerencia 6;tiendita
cte7219;gerencia 3;tiendita
cte7220;gerencia 6;tiendita
cte7221;gerencia 5;tiendita
cte2873;gerencia 7;tiendita
cte7222;gerencia 2 ;tiendita
cte7223;gerencia 3;tiendita
cte7224;gerencia 4;tiendita
cte7225;gerencia 7;tiendita
cte7226;gerencia 1;tiendita
cte7227;gerencia 5;tiendita
cte6442;gerencia 2 ;tiendita
cte7228;gerencia 7;tiendita
cte5198;gerencia 2 ;tiendita
cte5052;gerencia 1;tiendita
cte1573;gerencia 3;tiendita
cte7229;gerencia 6;tiendita
cte7230;gerencia 3;tiendita
cte7231;gerencia 7;tiendita
cte7232;gerencia 2 ;tiendita
cte7233;gerencia 2 ;tiendita
cte3241;gerencia 7;tiendita
cte7234;gerencia 7;tiendita
cte7235;gerencia 1;tiendita
cte7236;gerencia 6;tiendita
cte7237;gerencia 3;tiendita
cte7238;gerencia 5;tiendita
cte7239;gerencia 7;tiendita
cte7240;gerencia 7;tiendita
cte7241;gerencia 6;tiendita
cte1828;gerencia 2 ;tiendita
cte7242;gerencia 5;tiendita
cte7243;gerencia 6;tiendita
cte2097;gerencia 6;tiendita
cte7244;gerencia 7;tiendita
cte7245;gerencia 3;tiendita
cte7246;gerencia 1;tiendita
cte7247;gerencia 7;tiendita
cte3471;gerencia 3;tiendita
cte7248;gerencia 7;tiendita
cte268;gerencia 5;tiendita
cte7249;gerencia 7;tiendita
cte7250;gerencia 3;tiendita
cte7251;gerencia 2 ;tiendita
cte3236;gerencia 2 ;tiendita
cte7252;gerencia 2 ;tiendita
cte7253;gerencia 5;tiendita
cte7254;gerencia 6;tiendita
cte7255;gerencia 5;tiendita
cte7256;gerencia 6;tiendita
cte7257;gerencia 2 ;tiendita
cte7258;gerencia 1;tiendita
cte7200;gerencia 3;tiendita
cte911;gerencia 7;tiendita
cte7259;gerencia 1;tiendita
cte7260;gerencia 7;tiendita
cte7261;gerencia 1;tiendita
cte7262;gerencia 7;tiendita
cte7263;gerencia 2 ;tiendita
cte7264;gerencia 7;tiendita
cte7265;gerencia 7;tiendita
cte7266;gerencia 5;tiendita
cte4489;gerencia 2 ;tiendita
cte4210;gerencia 2 ;tiendita
cte7267;gerencia 2 ;tiendita
cte7268;gerencia 6;tiendita
cte7269;gerencia 4;tiendita
cte7270;gerencia 2 ;tiendita
cte7271;gerencia 7;tiendita
cte7272;gerencia 5;tiendita
cte7273;gerencia 2 ;tiendita
cte4207;gerencia 7;tiendita
cte7274;gerencia 5;tiendita
cte7275;gerencia 5;tiendita
cte7276;gerencia 2 ;tiendita
cte7277;gerencia 6;tiendita
cte4347;gerencia 7;tiendita
cte7278;gerencia 2 ;tiendita
cte7279;gerencia 7;tiendita
cte7280;gerencia 7;tiendita
cte7281;gerencia 2 ;tiendita
cte7282;gerencia 7;tiendita
cte3503;gerencia 7;tiendita
cte7283;gerencia 3;tiendita
cte7284;gerencia 3;tiendita
cte7285;gerencia 5;tiendita
cte7286;gerencia 2 ;tiendita
cte5776;gerencia 2 ;tiendita
cte7287;gerencia 2 ;tiendita
cte7288;gerencia 6;tiendita
cte7289;gerencia 2 ;tiendita
cte7290;gerencia 7;tiendita
cte7291;gerencia 1;tiendita
cte7292;gerencia 5;tiendita
cte7293;gerencia 6;tiendita
cte7294;gerencia 2 ;tiendita
cte2100;gerencia 7;tiendita
cte5719;gerencia 4;tiendita
cte4698;gerencia 1;tiendita
cte7295;gerencia 1;tiendita
cte7296;gerencia 2 ;tiendita
cte7297;gerencia 2 ;tiendita
cte7298;gerencia 7;tiendita
cte7299;gerencia 2 ;tiendita
cte7096;gerencia 7;tiendita
cte7300;gerencia 1;tiendita
cte7301;gerencia 2 ;tiendita
cte7302;gerencia 1;tiendita
cte7303;gerencia 4;tiendita
cte7304;gerencia 5;tiendita
cte7305;gerencia 2 ;tiendita
cte3890;gerencia 2 ;tiendita
cte2616;gerencia 2 ;tiendita
cte2470;gerencia 4;tiendita
cte7306;gerencia 2 ;tiendita
cte7307;gerencia 5;tiendita
cte7308;gerencia 5;tiendita
cte7309;gerencia 2 ;tiendita
cte7310;gerencia 1;tiendita
cte2251;gerencia 5;tiendita
cte3439;gerencia 2 ;tiendita
cte6440;gerencia 1;tiendita
cte7311;gerencia 6;tiendita
cte7312;gerencia 4;tiendita
cte7313;gerencia 2 ;tiendita
cte7314;gerencia 7;tiendita
cte7315;gerencia 7;tiendita
cte7316;gerencia 2 ;tiendita
cte7317;gerencia 2 ;tiendita
cte7318;gerencia 1;tiendita
cte7319;gerencia 1;tiendita
cte7320;gerencia 7;tiendita
cte7321;gerencia 1;tiendita
cte4137;gerencia 7;tiendita
cte7322;gerencia 2 ;tiendita
cte7323;gerencia 6;tiendita
cte7324;gerencia 2 ;tiendita
cte7325;gerencia 4;tiendita
cte7326;gerencia 1;tiendita
cte7327;gerencia 2 ;tiendita
cte4693;gerencia 1;tiendita
cte7328;gerencia 1;tiendita
cte7329;gerencia 5;tiendita
cte7330;gerencia 2 ;tiendita
cte7331;gerencia 6;tiendita
cte4186;gerencia 2 ;tiendita
cte7332;gerencia 2 ;tiendita
cte7333;gerencia 6;tiendita
cte738;gerencia 7;tiendita
cte7334;gerencia 2 ;tiendita
cte7335;gerencia 2 ;tiendita
cte7336;gerencia 2 ;tiendita
cte4299;gerencia 7;tiendita
cte2749;gerencia 6;tiendita
cte4127;gerencia 2 ;tiendita
cte7337;gerencia 2 ;tiendita
cte7338;gerencia 2 ;tiendita
cte7339;gerencia 2 ;tiendita
cte7340;gerencia 2 ;tiendita
cte6597;gerencia 7;tiendita
cte7341;gerencia 7;tiendita
cte7342;gerencia 1;tiendita
cte7343;gerencia 7;tiendita
cte7344;gerencia 7;tiendita
cte7345;gerencia 1;tiendita
cte7346;gerencia 2 ;tiendita
cte7347;gerencia 1;tiendita
cte7348;gerencia 3;tiendita
cte7349;gerencia 5;tiendita
cte1482;gerencia 6;tiendita
cte1095;gerencia 1;tiendita
cte7350;gerencia 2 ;tiendita
cte7351;gerencia 4;tiendita
cte7352;gerencia 2 ;tiendita
cte7353;gerencia 5;tiendita
cte7354;gerencia 5;tiendita
cte1893;gerencia 2 ;tiendita
cte7355;gerencia 2 ;tiendita
cte7356;gerencia 3;tiendita
cte7357;gerencia 5;tiendita
cte7358;gerencia 5;tiendita
cte1373;gerencia 4;tiendita
cte3831;gerencia 1;tiendita
cte7359;gerencia 2 ;tiendita
cte1931;gerencia 5;tiendita
cte7360;gerencia 3;tiendita
cte7361;gerencia 2 ;tiendita
cte7362;gerencia 2 ;tiendita
cte7363;gerencia 1;tiendita
cte7364;gerencia 7;tiendita
cte7214;gerencia 4;tiendita
cte7365;gerencia 5;tiendita
cte7366;gerencia 3;tiendita
cte7367;gerencia 6;tiendita
cte7368;gerencia 7;tiendita
cte7369;gerencia 6;tiendita
cte1338;gerencia 3;tiendita
cte7370;gerencia 4;tiendita
cte7371;gerencia 2 ;tiendita
cte7372;gerencia 2 ;tiendita
cte7373;gerencia 5;tiendita
cte7374;gerencia 3;tiendita
cte7375;gerencia 5;tiendita
cte7376;gerencia 7;tiendita
cte7377;gerencia 5;tiendita
cte7378;gerencia 2 ;tiendita
cte7379;gerencia 7;tiendita
cte7380;gerencia 7;tiendita
cte7381;gerencia 6;tiendita
cte7382;gerencia 2 ;tiendita
cte7383;gerencia 1;tiendita
cte7384;gerencia 1;tiendita
cte7385;gerencia 1;tiendita
cte7386;gerencia 5;tiendita
cte7377;gerencia 5;tiendita
cte7387;gerencia 1;tiendita
cte7388;gerencia 7;tiendita
cte7389;gerencia 4;tiendita
cte7390;gerencia 2 ;tiendita
cte7391;gerencia 5;tiendita
cte7392;gerencia 6;tiendita
cte7393;gerencia 2 ;tiendita
cte7394;gerencia 2 ;tiendita
cte7395;gerencia 2 ;tiendita
cte1012;gerencia 4;tiendita
cte7396;gerencia 7;tiendita
cte3395;gerencia 7;tiendita
cte7397;gerencia 7;tiendita
cte7398;gerencia 5;tiendita
cte7399;gerencia 4;tiendita
cte7400;gerencia 4;tiendita
cte4501;gerencia 1;tiendita
cte7401;gerencia 4;tiendita
cte7402;gerencia 7;tiendita
cte7403;gerencia 7;tiendita
cte7404;gerencia 3;tiendita
cte7405;gerencia 6;tiendita
cte7406;gerencia 7;tiendita
cte7407;gerencia 2 ;tiendita
cte7408;gerencia 2 ;tiendita
cte7409;gerencia 2 ;tiendita
cte7410;gerencia 7;tiendita
cte7411;gerencia 2 ;tiendita
cte7412;gerencia 7;tiendita
cte7413;gerencia 3;tiendita
cte7414;gerencia 1;tiendita
cte7378;gerencia 2 ;tiendita
cte4601;gerencia 1;tiendita
cte7415;gerencia 5;tiendita
cte4713;gerencia 3;tiendita
cte7416;gerencia 6;tiendita
cte7417;gerencia 3;tiendita
cte7418;gerencia 1;tiendita
cte7419;gerencia 4;tiendita
cte7420;gerencia 2 ;tiendita
cte7421;gerencia 2 ;tiendita
cte7422;gerencia 5;tiendita
cte7423;gerencia 6;tiendita
cte7424;gerencia 3;tiendita
cte7425;gerencia 6;tiendita
cte7426;gerencia 2 ;tiendita
cte7427;gerencia 2 ;tiendita
cte7428;gerencia 4;tiendita
cte7429;gerencia 2 ;tiendita
cte7430;gerencia 4;tiendita
cte661;gerencia 6;tiendita
cte7431;gerencia 2 ;tiendita
cte7432;gerencia 2 ;tiendita
cte2186;gerencia 4;tiendita
cte7433;gerencia 5;tiendita
cte7434;gerencia 5;tiendita
cte7435;gerencia 2 ;tiendita
cte7436;gerencia 2 ;tiendita
cte7437;gerencia 1;tiendita
cte2474;gerencia 6;tiendita
cte7438;gerencia 5;tiendita
cte7439;gerencia 2 ;tiendita
cte7440;gerencia 6;tiendita
cte7441;gerencia 7;tiendita
cte7442;gerencia 4;tiendita
cte7443;gerencia 8;tiendita
cte7444;gerencia 7;tiendita
cte1156;gerencia 3;tiendita
cte7445;gerencia 6;tiendita
cte7446;gerencia 7;tiendita
cte7447;gerencia 2 ;tiendita
cte7448;gerencia 7;tiendita
cte7449;gerencia 7;tiendita
cte7450;gerencia 2 ;tiendita
cte7451;gerencia 1;tiendita
cte7452;gerencia 1;tiendita
cte7453;gerencia 6;tiendita
cte3046;gerencia 3;tiendita
cte7454;gerencia 2 ;tiendita
cte7455;gerencia 7;tiendita
cte7456;gerencia 7;tiendita
cte7457;gerencia 2 ;tiendita
cte4236;gerencia 3;tiendita
cte7458;gerencia 6;tiendita
cte7459;gerencia 1;tiendita
cte7460;gerencia 5;tiendita
cte7461;gerencia 5;tiendita
cte7462;gerencia 6;tiendita
cte7463;gerencia 7;tiendita
cte7464;gerencia 2 ;tiendita
cte7465;gerencia 2 ;tiendita
cte7466;gerencia 2 ;tiendita
cte7467;gerencia 2 ;tiendita
cte7468;gerencia 2 ;tiendita
cte7469;gerencia 5;tiendita
cte7115;gerencia 1;tiendita
cte7470;gerencia 2 ;tiendita
cte7471;gerencia 6;tiendita
cte4145;gerencia 1;tiendita
cte7472;gerencia 7;tiendita
cte7473;gerencia 4;tiendita
cte7474;gerencia 2 ;tiendita
cte7475;gerencia 3;tiendita
cte7476;gerencia 4;tiendita
cte7477;gerencia 5;tiendita
cte7478;gerencia 5;tiendita
cte7479;gerencia 5;tiendita
cte6521;gerencia 3;tiendita
cte7480;gerencia 2 ;tiendita
cte7481;gerencia 2 ;tiendita
cte4828;gerencia 7;tiendita
cte7482;gerencia 1;tiendita
cte7483;gerencia 6;tiendita
cte7345;gerencia 1;tiendita
cte7484;gerencia 5;tiendita
cte7485;gerencia 4;tiendita
cte7486;gerencia 4;tiendita
cte7487;gerencia 7;tiendita
cte5957;gerencia 2 ;tiendita
cte7488;gerencia 1;tiendita
cte3760;gerencia 6;tiendita
cte7489;gerencia 3;tiendita
cte7490;gerencia 2 ;tiendita
cte1484;gerencia 3;tiendita
cte7491;gerencia 7;tiendita
cte7492;gerencia 1;tiendita
cte7493;gerencia 6;tiendita
cte7494;gerencia 2 ;tiendita
cte7495;gerencia 3;tiendita
cte7496;gerencia 6;tiendita
cte5942;gerencia 5;tiendita
cte3362;gerencia 4;tiendita
cte160;gerencia 6;tiendita
cte7497;gerencia 5;tiendita
cte7498;gerencia 7;tiendita
cte7499;gerencia 7;tiendita
cte7500;gerencia 2 ;tiendita
cte7501;gerencia 5;tiendita
cte7502;gerencia 1;tiendita
cte2457;gerencia 2 ;tiendita
cte2989;gerencia 4;tiendita
cte7503;gerencia 2 ;tiendita
cte7504;gerencia 5;tiendita
cte7505;gerencia 2 ;tiendita
cte3650;gerencia 4;tiendita
cte7506;gerencia 6;tiendita
cte7507;gerencia 2 ;tiendita
cte7508;gerencia 1;tiendita
cte7509;gerencia 2 ;tiendita
cte7510;gerencia 2 ;tiendita
cte7511;gerencia 6;tiendita
cte7512;gerencia 2 ;tiendita
cte7513;gerencia 6;tiendita
cte7514;gerencia 5;tiendita
cte7515;gerencia 2 ;tiendita
cte7516;gerencia 4;tiendita
cte7517;gerencia 2 ;tiendita
cte4112;gerencia 5;tiendita
cte7518;gerencia 5;tiendita
cte7519;gerencia 4;tiendita
cte7520;gerencia 2 ;tiendita
cte7521;gerencia 6;tiendita
cte2461;gerencia 2 ;tiendita
cte7522;gerencia 6;tiendita
cte7523;gerencia 3;tiendita
cte7524;gerencia 6;tiendita
cte7525;gerencia 6;tiendita
cte7526;gerencia 2 ;tiendita
cte7527;gerencia 2 ;tiendita
cte7528;gerencia 7;tiendita
cte7529;gerencia 5;tiendita
cte7530;gerencia 7;tiendita
cte7531;gerencia 2 ;tiendita
cte7532;gerencia 2 ;tiendita
cte7533;gerencia 2 ;tiendita
cte7534;gerencia 5;tiendita
cte7535;gerencia 2 ;tiendita
cte7536;gerencia 7;tiendita
cte5881;gerencia 6;tiendita
cte7537;gerencia 7;tiendita
cte7538;gerencia 3;tiendita
cte7539;gerencia 5;tiendita
cte7540;gerencia 1;tiendita
cte7029;gerencia 6;tiendita
cte7541;gerencia 1;tiendita
cte7542;gerencia 2 ;tiendita
cte7543;gerencia 7;tiendita
cte7544;gerencia 2 ;tiendita
cte7545;gerencia 2 ;tiendita
cte7546;gerencia 5;tiendita
cte7547;gerencia 2 ;tiendita
cte7548;gerencia 2 ;tiendita
cte7549;gerencia 7;tiendita
cte7550;gerencia 4;tiendita
cte7551;gerencia 4;tiendita
cte6937;gerencia 2 ;tiendita
cte7552;gerencia 2 ;tiendita
cte7553;gerencia 5;tiendita
cte7554;gerencia 6;tiendita
cte7555;gerencia 7;tiendita
cte7556;gerencia 1;tiendita
cte7557;gerencia 2 ;tiendita
cte4710;gerencia 1;tiendita
cte7558;gerencia 3;tiendita
cte7559;gerencia 3;tiendita
cte6705;gerencia 1;tiendita
cte7560;gerencia 2 ;tiendita
cte7561;gerencia 6;tiendita
cte7562;gerencia 7;tiendita
cte7563;gerencia 2 ;tiendita
cte7564;gerencia 2 ;tiendita
cte7565;gerencia 1;tiendita
cte7566;gerencia 2 ;tiendita
cte7567;gerencia 2 ;tiendita
cte5691;gerencia 6;tiendita
cte3400;gerencia 7;tiendita
cte7568;gerencia 5;tiendita
cte7569;gerencia 6;tiendita
cte7570;gerencia 7;tiendita
cte7571;gerencia 6;tiendita
cte7572;gerencia 2 ;tiendita
cte7573;gerencia 2 ;tiendita
cte7574;gerencia 2 ;tiendita
cte7575;gerencia 6;tiendita
cte7576;gerencia 2 ;tiendita
cte7577;gerencia 2 ;tiendita
cte7578;gerencia 5;tiendita
cte6244;gerencia 5;tiendita
cte7579;gerencia 1;tiendita
cte7580;gerencia 6;tiendita
cte7581;gerencia 3;tiendita
cte7582;gerencia 2 ;tiendita
cte7583;gerencia 2 ;tiendita
cte6365;gerencia 6;tiendita
cte5801;gerencia 4;tiendita
cte7584;gerencia 2 ;tiendita
cte7585;gerencia 5;tiendita
cte7586;gerencia 2 ;tiendita
cte7587;gerencia 2 ;tiendita
cte7588;gerencia 3;tiendita
